sample_type,matrix,province,sample_year,antibiotic,antibiotic_class,mean_concentration,max_concentration,concentration_unit,reference_number
municipal sludge,sludge,Guangdong,2016,Ofloxacin,Fluoroquinolones,1640,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Ofloxacin,Fluoroquinolones,1695,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Oxytetracycline,Tetracyclines,26550,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Oxytetracycline,Tetracyclines,27650,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Oxytetracycline,Tetracyclines,29300,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Pefloxacin,Fluoroquinolones,183,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Pefloxacin,Fluoroquinolones,222.5,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Pefloxacin,Fluoroquinolones,242,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Roxithromycin,Macrolides,0,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Roxithromycin,Macrolides,1.215,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sarafloxacin,Fluoroquinolones,0,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sarafloxacin,Fluoroquinolones,2.175,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sarafloxacin,Fluoroquinolones,2.355,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfachloropyridazine,Sulfonamides,115,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfachloropyridazine,Sulfonamides,184,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfachloropyridazine,Sulfonamides,567.5,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfadiazine,Sulfonamides,1.44,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfadiazine,Sulfonamides,2.545,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfadiazine,Sulfonamides,3.065,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfadimethoxine,Sulfonamides,5.905,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfadimethoxine,Sulfonamides,5.91,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfadimethoxine,Sulfonamides,6.015,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfadimidine,Sulfonamides,5.56,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfadimidine,Sulfonamides,5.645,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfadimidine,Sulfonamides,5.675,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfamonomethoxine,Sulfonamides,176.5,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfamonomethoxine,Sulfonamides,233.5,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Sulfamonomethoxine,Sulfonamides,258,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Tetracycline,Tetracyclines,4785,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Tetracycline,Tetracyclines,5345,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Tetracycline,Tetracyclines,5430,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Trimethoprim,Diaminopyrimidines,4.65,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Trimethoprim,Diaminopyrimidines,7.95,NA,ng/g,155
municipal sludge,sludge,Guangdong,2016,Trimethoprim,Diaminopyrimidines,14.45,NA,ng/g,155
municipal sludge,sludge,Guangdong,NA,Sulfadiazine,Sulfonamides,7.04,NA,ng/g,2
municipal sludge,sludge,Guangdong,NA,Sulfadimethoxine,Sulfonamides,5.685,NA,ng/g,2
municipal sludge,sludge,Guangdong,NA,Sulfamerazine,Sulfonamides,16.6925,NA,ng/g,2
municipal sludge,sludge,Guangdong,NA,Sulfameter,Sulfonamides,44.31,NA,ng/g,2
municipal sludge,sludge,Guangdong,NA,Sulfamethoxazole,Sulfonamides,26.255,NA,ng/g,2
municipal sludge,sludge,Guizhou,2016,Amoxicillin,Beta-lactams,20.12,25.51,ng/g,127
municipal sludge,sludge,Guizhou,2016,Azithromycin,Macrolides,438.85,511.47,ng/g,127
municipal sludge,sludge,Guizhou,2016,Chlortetracycline,Tetracyclines,10.35,13.11,ng/g,127
municipal sludge,sludge,Guizhou,2016,Chlortetracycline,Tetracyclines,77.98,93.22000000000001,ng/g,127
municipal sludge,sludge,Guizhou,2016,Ciprofloxacin,Fluoroquinolones,6.37,8.48,ng/g,127
municipal sludge,sludge,Guizhou,2016,Ciprofloxacin,Fluoroquinolones,160.86,235.54,ng/g,127
municipal sludge,sludge,Guizhou,2016,Doxycycline,Tetracyclines,65.51,77.74000000000001,ng/g,127
municipal sludge,sludge,Guizhou,2016,Enrofloxacin,Fluoroquinolones,143.68,190.97,ng/g,127
municipal sludge,sludge,Guizhou,2016,Erythromycin-H2O,Macrolides,8.37,11.85,ng/g,127
municipal sludge,sludge,Guizhou,2016,Norfloxacin,Fluoroquinolones,122.59,158.16,ng/g,127
municipal sludge,sludge,Guizhou,2016,Ofloxacin,Fluoroquinolones,155.31,205.56,ng/g,127
municipal sludge,sludge,Guizhou,2016,Oxytetracycline,Tetracyclines,80.26999999999998,96.55,ng/g,127
municipal sludge,sludge,Guizhou,2016,Roxithromycin,Macrolides,45.67,54.54,ng/g,127
municipal sludge,sludge,Guizhou,2016,Sulfachloropyridazine,Sulfonamides,2.28,2.67,ng/g,127
municipal sludge,sludge,Guizhou,2016,Sulfadimethoxine,Sulfonamides,1.06,1.33,ng/g,127
municipal sludge,sludge,Guizhou,2016,Sulfadimidine,Sulfonamides,8.67,12.95,ng/g,127
municipal sludge,sludge,Guizhou,2016,Sulfadimidine,Sulfonamides,12.36,18.11,ng/g,127
municipal sludge,sludge,Guizhou,2016,Tetracycline,Tetracyclines,120.25,137.89,ng/g,127
municipal sludge,sludge,Hebei,2004,Apo-Oxytetracycline,Tetracyclines,26900,32000,ng/g dw,223
municipal sludge,sludge,Hebei,2004,Apo-Oxytetracycline,Tetracyclines,73600,102000,ng/g dw,223
municipal sludge,sludge,Hebei,2004,Epioxytetracycline,Tetracyclines,195000,214000,ng/g dw,223
municipal sludge,sludge,Hebei,2004,Oxytetracycline,Tetracyclines,4063000,4363000,ng/g dw,223
municipal sludge,sludge,Hebei,2016,Sulfadiazine,Sulfonamides,1287.3,1541,ng/g,129
municipal sludge,sludge,Hebei,2016,Sulfamerazine,Sulfonamides,990.7,1138.4,ng/g,129
municipal sludge,sludge,Hebei,2016,Sulfamethoxazole,Sulfonamides,2110,2569.1,ng/g,129
municipal sludge,sludge,Hebei,2017,Ciprofloxacin,Fluoroquinolones,164.27,388.48,ng/g,46
municipal sludge,sludge,Hebei,2017,Clarithromycin,Macrolides,5.03,27.89,ng/g,46
municipal sludge,sludge,Hebei,2017,Dehydroerythromycin,Macrolides,15.57,55.54,ng/g,46
municipal sludge,sludge,Hebei,2017,Doxycycline,Tetracyclines,8.75,37.17,ng/g,46
municipal sludge,sludge,Hebei,2017,Enrofloxacin,Fluoroquinolones,2.99,12.3,ng/g,46
municipal sludge,sludge,Hebei,2017,Lomefloxacin,Fluoroquinolones,33.61,94.37,ng/g,46
municipal sludge,sludge,Hebei,2017,Norfloxacin,Fluoroquinolones,1125.78,2070.83,ng/g,46
municipal sludge,sludge,Hebei,2017,Ofloxacin,Fluoroquinolones,1529.77,2777.07,ng/g,46
municipal sludge,sludge,Hebei,2017,Oxytetracycline,Tetracyclines,873.6599999999999,2129.35,ng/g,46
municipal sludge,sludge,Hebei,2017,Roxithromycin,Macrolides,37.21,84.72,ng/g,46
municipal sludge,sludge,Hebei,2017,Sulfadiazine,Sulfonamides,984.7,1178.8,ng/g,129
municipal sludge,sludge,Hebei,2017,Sulfadimethoxine,Sulfonamides,0.27,0.53,ng/g,46
municipal sludge,sludge,Hebei,2017,Sulfamerazine,Sulfonamides,788.7,957.4000000000002,ng/g,129
municipal sludge,sludge,Hebei,2017,Sulfamethoxazole,Sulfonamides,2.88,10.62,ng/g,46
municipal sludge,sludge,Hebei,2017,Sulfamethoxazole,Sulfonamides,1206,1468.4,ng/g,129
municipal sludge,sludge,Hebei,2017,Tetracycline,Tetracyclines,344.17,1023.02,ng/g,46
municipal sludge,sludge,Hebei,2017,Trimethoprim,Diaminopyrimidines,3.5,10.99,ng/g,46
municipal sludge,sludge,Hebei,2020,Tetracycline,Tetracyclines,NA,4063000,ng/g dw,N4
municipal sludge,sludge,Heilongjiang,2016,Azithromycin,Macrolides,11.6,75.29999999999998,ng/g,40
municipal sludge,sludge,Heilongjiang,2016,Azithromycin,Macrolides,11.6,NA,ng/g,122
municipal sludge,sludge,Heilongjiang,2016,Cefazolin,Beta-lactams,0.85,15.3,ng/g,40
municipal sludge,sludge,Heilongjiang,2016,Clarithromycin,Macrolides,11.5,82.9,ng/g,40
municipal sludge,sludge,Heilongjiang,2016,Clarithromycin,Macrolides,11.5,NA,ng/g,122
municipal sludge,sludge,Heilongjiang,2016,Flumequine,Fluoroquinolones,2.1,7.5,ng/g,40
municipal sludge,sludge,Heilongjiang,2016,Flumequine,Fluoroquinolones,2.2,NA,ng/g,122
municipal sludge,sludge,Heilongjiang,2016,Norfloxacin,Fluoroquinolones,70.9,526,ng/g,40
municipal sludge,sludge,Heilongjiang,2016,Norfloxacin,Fluoroquinolones,70.9,NA,ng/g,122
municipal sludge,sludge,Heilongjiang,2016,Ofloxacin,Fluoroquinolones,61.9,487,ng/g,40
municipal sludge,sludge,Heilongjiang,2016,Ofloxacin,Fluoroquinolones,62,NA,ng/g,122
municipal sludge,sludge,Heilongjiang,2016,Roxithromycin,Macrolides,66.5,198,ng/g,40
municipal sludge,sludge,Heilongjiang,2016,Roxithromycin,Macrolides,66.5,NA,ng/g,122
municipal sludge,sludge,Heilongjiang,2016,Sulfadiazine,Sulfonamides,32.9,160,ng/g,40
municipal sludge,sludge,Heilongjiang,2016,Sulfadiazine,Sulfonamides,33,NA,ng/g,122
municipal sludge,sludge,Heilongjiang,2016,Sulfamethoxazole,Sulfonamides,3.9,32.6,ng/g,40
municipal sludge,sludge,Heilongjiang,2016,Sulfapyridine,Sulfonamides,0.51,9.2,ng/g,40
municipal sludge,sludge,Heilongjiang,NA,Sulfadiazine,Sulfonamides,11.329999999999998,NA,ng/g,99
municipal sludge,sludge,Heilongjiang,NA,Sulfadimidine,Sulfonamides,17.06,NA,ng/g,99
municipal sludge,sludge,Heilongjiang,NA,Sulfamerazine,Sulfonamides,0,NA,ng/g,99
municipal sludge,sludge,Heilongjiang,NA,Sulfameter,Sulfonamides,0,NA,ng/g,99
municipal sludge,sludge,Heilongjiang,NA,Sulfamethoxazole,Sulfonamides,6.905,NA,ng/g,99
municipal sludge,sludge,Heilongjiang,NA,Sulfamonomethoxine,Sulfonamides,0,NA,ng/g,99
municipal sludge,sludge,Heilongjiang,NA,Sulfanitran,Sulfonamides,0,NA,ng/g,99
municipal sludge,sludge,Heilongjiang,NA,Sulfaphenazole,Sulfonamides,0,NA,ng/g,99
municipal sludge,sludge,Heilongjiang,NA,Sulfapyridine,Sulfonamides,7.9049999999999985,NA,ng/g,99
municipal sludge,sludge,Heilongjiang,NA,Sulfaquinoxaline,Sulfonamides,2.795,NA,ng/g,99
municipal sludge,sludge,Hunan,2017,Azithromycin,Macrolides,59,1100,ng/g,144
municipal sludge,sludge,Hunan,2017,Ciprofloxacin,Fluoroquinolones,120,180,ng/g,144
municipal sludge,sludge,Hunan,2017,Clarithromycin,Macrolides,29,57,ng/g,144
municipal sludge,sludge,Hunan,2017,Doxycycline,Tetracyclines,28,400,ng/g,144
municipal sludge,sludge,Hunan,2017,Enrofloxacin,Fluoroquinolones,41,100,ng/g,144
municipal sludge,sludge,Hunan,2017,Erythromycin-H2O,Macrolides,7.3,28,ng/g,144
municipal sludge,sludge,Hunan,2017,Flumequine,Fluoroquinolones,0.85,4.7,ng/g,144
municipal sludge,sludge,Hunan,2017,Norfloxacin,Fluoroquinolones,1400,2000,ng/g,144
municipal sludge,sludge,Hunan,2017,Ofloxacin,Fluoroquinolones,3300,5300,ng/g,144
municipal sludge,sludge,Hunan,2017,Oxytetracycline,Tetracyclines,810,1200,ng/g,144
municipal sludge,sludge,Hunan,2017,Roxithromycin,Macrolides,57,89,ng/g,144
municipal sludge,sludge,Hunan,2017,Tetracycline,Tetracyclines,230,480,ng/g,144
municipal sludge,sludge,Hunan,2017,Trimethoprim,Diaminopyrimidines,2.6,19,ng/g,144
municipal sludge,sludge,Jiangsu,2013,Azithromycin,Macrolides,6890.95,8466.399999999998,ng/g,172
municipal sludge,sludge,Jiangsu,2013,Norfloxacin,Fluoroquinolones,2747.45,3661.4,ng/g,172
municipal sludge,sludge,Jiangsu,2013,Ofloxacin,Fluoroquinolones,8827.6,12127.2,ng/g,172
municipal sludge,sludge,Jiangsu,2015,Azithromycin,Macrolides,749,6027.2,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Chlortetracycline,Tetracyclines,8.5,276.6,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Ciprofloxacin,Fluoroquinolones,83.29999999999998,1376.9,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Clarithromycin,Macrolides,5.3,49.5,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Doxycycline,Tetracyclines,13.6,112.6,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Enrofloxacin,Fluoroquinolones,6.6,69.5,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Erythromycin-H2O,Macrolides,6.2,43.4,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Lomefloxacin,Fluoroquinolones,75.29999999999998,316.1,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Norfloxacin,Fluoroquinolones,2003.7,3677.2,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Ofloxacin,Fluoroquinolones,3150,8800.5,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Oxytetracycline,Tetracyclines,387.8,5115.9,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Roxithromycin,Macrolides,13.4,110,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Sulfadiazine,Sulfonamides,3.4,12,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Sulfadimethoxine,Sulfonamides,4.9,12.9,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Sulfadimidine,Sulfonamides,0.8,122.7,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Sulfamerazine,Sulfonamides,15.3,68.8,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Sulfamethoxazole,Sulfonamides,4.2,16.4,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Sulfathiazole,Sulfonamides,7.1,12.8,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Tetracycline,Tetracyclines,57.4,1038.4,ng/g,121
municipal sludge,sludge,Jiangsu,2015,Trimethoprim,Diaminopyrimidines,18,31.5,ng/g,121
municipal sludge,sludge,Liaoning,2012,Azithromycin,Macrolides,272,599,ng/g,198
municipal sludge,sludge,Liaoning,2012,Norfloxacin,Fluoroquinolones,250.6,370,ng/g,198
municipal sludge,sludge,Liaoning,2012,Ofloxacin,Fluoroquinolones,129.8,214,ng/g,198
municipal sludge,sludge,Liaoning,2012,Roxithromycin,Macrolides,43.6,87,ng/g,198
municipal sludge,sludge,Liaoning,2015,Azithromycin,Macrolides,749,6027.2,ng/g,121
municipal sludge,sludge,Liaoning,2015,Chlortetracycline,Tetracyclines,8.5,276.6,ng/g,121
municipal sludge,sludge,Liaoning,2015,Ciprofloxacin,Fluoroquinolones,83.29999999999998,1376.9,ng/g,121
municipal sludge,sludge,Liaoning,2015,Clarithromycin,Macrolides,5.3,49.5,ng/g,121
municipal sludge,sludge,Liaoning,2015,Doxycycline,Tetracyclines,13.6,112.6,ng/g,121
municipal sludge,sludge,Liaoning,2015,Enrofloxacin,Fluoroquinolones,6.6,69.5,ng/g,121
municipal sludge,sludge,Liaoning,2015,Erythromycin-H2O,Macrolides,6.2,43.4,ng/g,121
municipal sludge,sludge,Liaoning,2015,Lomefloxacin,Fluoroquinolones,75.29999999999998,316.1,ng/g,121
municipal sludge,sludge,Liaoning,2015,Norfloxacin,Fluoroquinolones,2003.7,3677.2,ng/g,121
municipal sludge,sludge,Liaoning,2015,Ofloxacin,Fluoroquinolones,3150,8800.5,ng/g,121
municipal sludge,sludge,Liaoning,2015,Oxytetracycline,Tetracyclines,387.8,5115.9,ng/g,121
municipal sludge,sludge,Liaoning,2015,Roxithromycin,Macrolides,13.4,110,ng/g,121
municipal sludge,sludge,Liaoning,2015,Sulfadiazine,Sulfonamides,3.4,12,ng/g,121
municipal sludge,sludge,Liaoning,2015,Sulfadimethoxine,Sulfonamides,4.9,12.9,ng/g,121
municipal sludge,sludge,Liaoning,2015,Sulfadimidine,Sulfonamides,0.8,122.7,ng/g,121
municipal sludge,sludge,Liaoning,2015,Sulfamerazine,Sulfonamides,15.3,68.8,ng/g,121
municipal sludge,sludge,Liaoning,2015,Sulfamethoxazole,Sulfonamides,4.2,16.4,ng/g,121
municipal sludge,sludge,Liaoning,2015,Sulfathiazole,Sulfonamides,7.1,12.8,ng/g,121
municipal sludge,sludge,Liaoning,2015,Tetracycline,Tetracyclines,57.4,1038.4,ng/g,121
municipal sludge,sludge,Liaoning,2015,Trimethoprim,Diaminopyrimidines,18,31.5,ng/g,121
municipal sludge,sludge,Qinghai,2015,Azithromycin,Macrolides,749,6027.2,ng/g,121
municipal sludge,sludge,Qinghai,2015,Chlortetracycline,Tetracyclines,8.5,276.6,ng/g,121
municipal sludge,sludge,Qinghai,2015,Ciprofloxacin,Fluoroquinolones,83.29999999999998,1376.9,ng/g,121
municipal sludge,sludge,Qinghai,2015,Clarithromycin,Macrolides,5.3,49.5,ng/g,121
municipal sludge,sludge,Qinghai,2015,Doxycycline,Tetracyclines,13.6,112.6,ng/g,121
municipal sludge,sludge,Qinghai,2015,Enrofloxacin,Fluoroquinolones,6.6,69.5,ng/g,121
municipal sludge,sludge,Qinghai,2015,Erythromycin-H2O,Macrolides,6.2,43.4,ng/g,121
municipal sludge,sludge,Qinghai,2015,Lomefloxacin,Fluoroquinolones,75.29999999999998,316.1,ng/g,121
municipal sludge,sludge,Qinghai,2015,Norfloxacin,Fluoroquinolones,2003.7,3677.2,ng/g,121
municipal sludge,sludge,Qinghai,2015,Ofloxacin,Fluoroquinolones,3150,8800.5,ng/g,121
municipal sludge,sludge,Qinghai,2015,Oxytetracycline,Tetracyclines,387.8,5115.9,ng/g,121
municipal sludge,sludge,Qinghai,2015,Roxithromycin,Macrolides,13.4,110,ng/g,121
municipal sludge,sludge,Qinghai,2015,Sulfadiazine,Sulfonamides,3.4,12,ng/g,121
municipal sludge,sludge,Qinghai,2015,Sulfadimethoxine,Sulfonamides,4.9,12.9,ng/g,121
municipal sludge,sludge,Qinghai,2015,Sulfadimidine,Sulfonamides,0.8,122.7,ng/g,121
municipal sludge,sludge,Qinghai,2015,Sulfamerazine,Sulfonamides,15.3,68.8,ng/g,121
municipal sludge,sludge,Qinghai,2015,Sulfamethoxazole,Sulfonamides,4.2,16.4,ng/g,121
municipal sludge,sludge,Qinghai,2015,Sulfathiazole,Sulfonamides,7.1,12.8,ng/g,121
municipal sludge,sludge,Qinghai,2015,Tetracycline,Tetracyclines,57.4,1038.4,ng/g,121
municipal sludge,sludge,Qinghai,2015,Trimethoprim,Diaminopyrimidines,18,31.5,ng/g,121
municipal sludge,sludge,Shandong,2015,Azithromycin,Macrolides,749,6027.2,ng/g,121
municipal sludge,sludge,Shandong,2015,Chlortetracycline,Tetracyclines,8.5,276.6,ng/g,121
municipal sludge,sludge,Shandong,2015,Ciprofloxacin,Fluoroquinolones,83.29999999999998,1376.9,ng/g,121
municipal sludge,sludge,Shandong,2015,Clarithromycin,Macrolides,5.3,49.5,ng/g,121
municipal sludge,sludge,Shandong,2015,Doxycycline,Tetracyclines,13.6,112.6,ng/g,121
municipal sludge,sludge,Shandong,2015,Enrofloxacin,Fluoroquinolones,6.6,69.5,ng/g,121
municipal sludge,sludge,Shandong,2015,Erythromycin-H2O,Macrolides,6.2,43.4,ng/g,121
municipal sludge,sludge,Shandong,2015,Lomefloxacin,Fluoroquinolones,75.29999999999998,316.1,ng/g,121
municipal sludge,sludge,Shandong,2015,Norfloxacin,Fluoroquinolones,2003.7,3677.2,ng/g,121
municipal sludge,sludge,Shandong,2015,Ofloxacin,Fluoroquinolones,3150,8800.5,ng/g,121
municipal sludge,sludge,Shandong,2015,Oxytetracycline,Tetracyclines,387.8,5115.9,ng/g,121
municipal sludge,sludge,Shandong,2015,Roxithromycin,Macrolides,13.4,110,ng/g,121
municipal sludge,sludge,Shandong,2015,Sulfadiazine,Sulfonamides,3.4,12,ng/g,121
municipal sludge,sludge,Shandong,2015,Sulfadimethoxine,Sulfonamides,4.9,12.9,ng/g,121
municipal sludge,sludge,Shandong,2015,Sulfadimidine,Sulfonamides,0.8,122.7,ng/g,121
municipal sludge,sludge,Shandong,2015,Sulfamerazine,Sulfonamides,15.3,68.8,ng/g,121
municipal sludge,sludge,Shandong,2015,Sulfamethoxazole,Sulfonamides,4.2,16.4,ng/g,121
municipal sludge,sludge,Shandong,2015,Sulfathiazole,Sulfonamides,7.1,12.8,ng/g,121
municipal sludge,sludge,Shandong,2015,Tetracycline,Tetracyclines,57.4,1038.4,ng/g,121
municipal sludge,sludge,Shandong,2015,Trimethoprim,Diaminopyrimidines,18,31.5,ng/g,121
municipal sludge,sludge,Shandong,2018,Doxycycline,Tetracyclines,NA,41.58,ng/g dw,N51
municipal sludge,sludge,Shanghai,2015,Azithromycin,Macrolides,749,6027.2,ng/g,121
municipal sludge,sludge,Shanghai,2015,Chlortetracycline,Tetracyclines,8.5,276.6,ng/g,121
municipal sludge,sludge,Shanghai,2015,Ciprofloxacin,Fluoroquinolones,83.29999999999998,1376.9,ng/g,121
municipal sludge,sludge,Shanghai,2015,Clarithromycin,Macrolides,5.3,49.5,ng/g,121
municipal sludge,sludge,Shanghai,2015,Doxycycline,Tetracyclines,13.6,112.6,ng/g,121
municipal sludge,sludge,Shanghai,2015,Enrofloxacin,Fluoroquinolones,6.6,69.5,ng/g,121
municipal sludge,sludge,Shanghai,2015,Erythromycin-H2O,Macrolides,6.2,43.4,ng/g,121
municipal sludge,sludge,Shanghai,2015,Lomefloxacin,Fluoroquinolones,75.29999999999998,316.1,ng/g,121
municipal sludge,sludge,Shanghai,2015,Norfloxacin,Fluoroquinolones,2003.7,3677.2,ng/g,121
municipal sludge,sludge,Shanghai,2015,Ofloxacin,Fluoroquinolones,3150,8800.5,ng/g,121
municipal sludge,sludge,Shanghai,2015,Oxytetracycline,Tetracyclines,387.8,5115.9,ng/g,121
municipal sludge,sludge,Shanghai,2015,Roxithromycin,Macrolides,13.4,110,ng/g,121
municipal sludge,sludge,Shanghai,2015,Sulfadiazine,Sulfonamides,3.4,12,ng/g,121
municipal sludge,sludge,Shanghai,2015,Sulfadimethoxine,Sulfonamides,4.9,12.9,ng/g,121
municipal sludge,sludge,Shanghai,2015,Sulfadimidine,Sulfonamides,0.8,122.7,ng/g,121
municipal sludge,sludge,Shanghai,2015,Sulfamerazine,Sulfonamides,15.3,68.8,ng/g,121
municipal sludge,sludge,Shanghai,2015,Sulfamethoxazole,Sulfonamides,4.2,16.4,ng/g,121
municipal sludge,sludge,Shanghai,2015,Sulfathiazole,Sulfonamides,7.1,12.8,ng/g,121
municipal sludge,sludge,Shanghai,2015,Tetracycline,Tetracyclines,57.4,1038.4,ng/g,121
municipal sludge,sludge,Shanghai,2015,Trimethoprim,Diaminopyrimidines,18,31.5,ng/g,121
municipal sludge,sludge,Shanxi,2015,Azithromycin,Macrolides,749,6027.2,ng/g,121
municipal sludge,sludge,Shanxi,2015,Chlortetracycline,Tetracyclines,8.5,276.6,ng/g,121
municipal sludge,sludge,Shanxi,2015,Ciprofloxacin,Fluoroquinolones,83.29999999999998,1376.9,ng/g,121
municipal sludge,sludge,Shanxi,2015,Clarithromycin,Macrolides,5.3,49.5,ng/g,121
municipal sludge,sludge,Shanxi,2015,Doxycycline,Tetracyclines,13.6,112.6,ng/g,121
municipal sludge,sludge,Shanxi,2015,Enrofloxacin,Fluoroquinolones,6.6,69.5,ng/g,121
municipal sludge,sludge,Shanxi,2015,Erythromycin-H2O,Macrolides,6.2,43.4,ng/g,121
municipal sludge,sludge,Shanxi,2015,Lomefloxacin,Fluoroquinolones,75.29999999999998,316.1,ng/g,121
municipal sludge,sludge,Shanxi,2015,Norfloxacin,Fluoroquinolones,2003.7,3677.2,ng/g,121
municipal sludge,sludge,Shanxi,2015,Ofloxacin,Fluoroquinolones,3150,8800.5,ng/g,121
municipal sludge,sludge,Shanxi,2015,Oxytetracycline,Tetracyclines,387.8,5115.9,ng/g,121
municipal sludge,sludge,Shanxi,2015,Roxithromycin,Macrolides,13.4,110,ng/g,121
municipal sludge,sludge,Shanxi,2015,Sulfadiazine,Sulfonamides,3.4,12,ng/g,121
municipal sludge,sludge,Shanxi,2015,Sulfadimethoxine,Sulfonamides,4.9,12.9,ng/g,121
municipal sludge,sludge,Shanxi,2015,Sulfadimidine,Sulfonamides,0.8,122.7,ng/g,121
municipal sludge,sludge,Shanxi,2015,Sulfamerazine,Sulfonamides,15.3,68.8,ng/g,121
municipal sludge,sludge,Shanxi,2015,Sulfamethoxazole,Sulfonamides,4.2,16.4,ng/g,121
municipal sludge,sludge,Shanxi,2015,Sulfathiazole,Sulfonamides,7.1,12.8,ng/g,121
municipal sludge,sludge,Shanxi,2015,Tetracycline,Tetracyclines,57.4,1038.4,ng/g,121
municipal sludge,sludge,Shanxi,2015,Trimethoprim,Diaminopyrimidines,18,31.5,ng/g,121
municipal sludge,sludge,Tianjin,NA,Azithromycin,Macrolides,1150.7,NA,ng/g,107
municipal sludge,sludge,Tianjin,NA,Chlortetracycline,Tetracyclines,125.65,NA,ng/g,107
municipal sludge,sludge,Tianjin,NA,Ciprofloxacin,Fluoroquinolones,411.1,NA,ng/g,107
municipal sludge,sludge,Tianjin,NA,Erythromycin,Macrolides,6.3,NA,ng/g,107
municipal sludge,sludge,Tianjin,NA,Norfloxacin,Fluoroquinolones,1795.55,NA,ng/g,107
